hour,min,sec,ra,deg,arcmin,arcsec,dec,f100,f60,ratio,Temp,planck,Mass
3,57,4.17,59.267375,-73,55,11.2,-73.91977778,6.2191,0.3553,0.057130453,17.72347143,1.18224E-16,2.0765E+25
3,56,41.77,59.17404167,-73,55,15.6,-73.921,6.0033,0.3841,0.063981477,18.10197141,1.40108E-16,1.69135E+25
3,56,20.6,59.08583333,-73,55,20.7,-73.92241667,5.9057,0.3166,0.053609225,17.51772956,1.07467E-16,2.16922E+25
3,55,57.4,58.98916667,-73,55,25.3,-73.92369444,5.6679,0.2422,0.042731876,16.82162937,7.64892E-17,2.92503E+25
3,55,35.13,58.896375,-73,55,44.3,-73.92897222,5.5667,0.2195,0.039430902,16.58794998,6.78031E-17,3.24084E+25
3,55,19.03,58.82929167,-73,55,55.9,-73.93219444,5.2832,0.2685,0.050821472,17.34867294,9.91973E-17,2.10235E+25
4,0,41.24,60.17183333,-73,54,50.9,-73.91413889,6.1691,0.2442,0.03958438,16.59909223,6.81992E-17,3.57068E+25
4,0,18.93,60.078875,-73,55,8.4,-73.919,6.2955,0.3045,0.048367882,17.19491043,9.21035E-17,2.69813E+25
3,59,57.73,59.99054167,-73,55,23.3,-73.92313889,6.3207,0.3495,0.055294509,17.61723324,1.12573E-16,2.21636E+25
3,59,34.29,59.892875,-73,55,22.9,-73.92302778,6.2455,0.374,0.059883116,17.87879694,1.26868E-16,1.94323E+25
3,59,15.03,59.812625,-73,55,46.2,-73.9295,6.2695,0.3756,0.059909084,17.88024064,1.2695E-16,1.94943E+25
3,58,53.61,59.723375,-73,55,45.8,-73.92938889,6.3167,0.3708,0.058701537,17.81268575,1.23132E-16,2.02501E+25
3,58,32.3,59.63458333,-73,56,8.6,-73.93572222,6.4872,0.3881,0.059825503,17.87559248,1.26685E-16,2.02135E+25
3,58,10.26,59.54275,-73,56,23.3,-73.93980556,6.5691,0.4021,0.06121082,17.95211468,1.31109E-16,1.9778E+25
3,57,48.5,59.45208333,-73,56,24.4,-73.94011111,6.4506,0.4325,0.067048027,18.26319239,1.50299E-16,1.69416E+25
3,57,28.68,59.3695,-73,56,34,-73.94277778,6.4073,0.4156,0.064863515,18.14882683,1.43015E-16,1.76849E+25
3,57,7.03,59.27929167,-73,56,38.1,-73.94391667,6.1766,0.3591,0.058138782,17.7809044,1.21367E-16,2.0089E+25
3,56,44.14,59.18391667,-73,56,41.1,-73.94475,6.0128,0.3263,0.054267563,17.55683244,1.09452E-16,2.16851E+25
3,56,23.31,59.097125,-73,56,56.1,-73.94891667,5.9116,0.3256,0.055078151,17.60456746,1.11913E-16,2.08513E+25
3,55,59.86,58.99941667,-73,57,5.9,-73.95163889,5.7868,0.2393,0.041352734,16.7254821,7.28178E-17,3.13696E+25
3,55,38.98,58.91241667,-73,57,8.8,-73.95244444,5.7431,0.2413,0.042015636,16.77195272,7.4575E-17,3.03992E+25
3,55,18.58,58.82741667,-73,57,24.8,-73.95688889,5.5076,0.2507,0.045518919,17.00995066,8.40899E-17,2.5854E+25
4,0,42.06,60.17525,-73,56,19.3,-73.93869444,6.151,0.2012,0.032710128,16.0691008,5.12358E-17,4.73894E+25
4,0,21.62,60.09008333,-73,56,33.8,-73.94272222,6.2841,0.237,0.037714231,16.46134034,6.34257E-17,3.91099E+25
4,0,1.7,60.00708333,-73,56,41.1,-73.94475,6.3766,0.2838,0.044506477,16.9424262,8.13011E-17,3.096E+25
3,59,38.55,59.910625,-73,56,58.9,-73.94969444,6.3652,0.3272,0.051404512,17.38450976,1.00909E-16,2.48996E+25
3,59,17.17,59.82154167,-73,57,10.3,-73.95286111,6.312,0.3562,0.056432193,17.68332391,1.16064E-16,2.14674E+25
3,58,54.86,59.72858333,-73,57,18.8,-73.95522222,6.4002,0.3533,0.0552014,17.61178642,1.12289E-16,2.24992E+25
3,58,36.15,59.650625,-73,57,26.4,-73.95733333,6.5451,0.3515,0.053704298,17.52339531,1.07753E-16,2.3977E+25
3,58,15.41,59.56420833,-73,57,33.6,-73.95933333,6.5865,0.4057,0.061595688,17.97318111,1.32347E-16,1.96448E+25
3,57,51.63,59.465125,-73,57,46.1,-73.96280556,6.425,0.4273,0.066505837,18.23502548,1.4848E-16,1.70811E+25
3,57,28.51,59.36879167,-73,57,54.5,-73.96513889,6.2872,0.3659,0.058197608,17.78423561,1.21551E-16,2.04178E+25
3,57,9.45,59.289375,-73,58,3.6,-73.96766667,6.1518,0.3178,0.051659677,17.400112,1.01661E-16,2.38868E+25
3,56,49.14,59.20475,-73,58,11.7,-73.96991667,5.9655,0.3128,0.052434834,17.44721045,1.03956E-16,2.26519E+25
3,56,26.12,59.10883333,-73,58,23,-73.97305556,5.7931,0.2955,0.051008959,17.36022541,9.97465E-17,2.29257E+25
3,56,4.33,59.01804167,-73,58,35.1,-73.97641667,5.8155,0.2453,0.04218038,16.78342742,7.50139E-17,3.06023E+25
3,55,40.84,58.92016667,-73,58,44.7,-73.97908333,5.6686,0.2089,0.036852133,16.39632681,6.12643E-17,3.65239E+25
3,55,21.29,58.83870833,-73,58,51.8,-73.98105556,5.3828,0.1909,0.035464814,16.28956783,5.78391E-17,3.67363E+25
4,0,46.49,60.19370833,-73,57,46.8,-73.963,5.958,0.163,0.027358174,15.60247988,3.91956E-17,6.00028E+25
4,0,21.82,60.09091667,-73,57,57.6,-73.966,6.1116,0.2577,0.042165718,16.78240734,7.49748E-17,3.21772E+25
4,0,1.75,60.00729167,-73,58,21.7,-73.97269444,6.3455,0.2874,0.045291939,16.99489737,8.34619E-17,3.00114E+25
3,59,41.19,59.921625,-73,58,24.3,-73.97341667,6.3896,0.3052,0.047765118,17.15637463,9.03878E-17,2.79044E+25
3,59,20.89,59.83704167,-73,58,33.2,-73.97588889,6.3975,0.3375,0.052754982,17.46653329,1.0491E-16,2.40715E+25
3,58,59.01,59.745875,-73,58,43.1,-73.97863889,6.4175,0.3324,0.051795871,17.40841957,1.02063E-16,2.48203E+25
3,58,36.33,59.651375,-73,58,53.5,-73.98152778,6.4699,0.3549,0.054854016,17.59141308,1.11231E-16,2.29605E+25
3,58,16.47,59.568625,-73,59,3.4,-73.98427778,6.4235,0.3645,0.056744765,17.70133428,1.17029E-16,2.16664E+25
3,57,53.45,59.47270833,-73,59,15.3,-73.98758333,6.151,0.3621,0.058868477,17.82207669,1.23658E-16,1.96351E+25
3,57,33.49,59.38954167,-73,59,33.5,-73.99263889,6.0907,0.3144,0.051619682,17.39766977,1.01543E-16,2.3677E+25
3,57,9.87,59.291125,-73,59,40.4,-73.99455556,5.9053,0.2973,0.050344606,17.3191665,9.78049E-17,2.38336E+25
3,56,47.82,59.19925,-73,59,46.3,-73.99619444,5.7698,0.2764,0.047904607,17.16532004,9.07839E-17,2.50877E+25
3,56,27.14,59.11308333,-73,59,56.1,-73.99891667,5.7332,0.2368,0.041303286,16.72199634,7.26873E-17,3.11349E+25
3,56,4.86,59.02025,-74,0,6.8,-74.00188889,5.6541,0.2143,0.0379017,16.47534828,6.38989E-17,3.49284E+25
3,55,42.24,58.926,-74,0,19.2,-74.00533333,5.4915,0.1677,0.030538104,15.88639067,4.62205E-17,4.68992E+25
4,0,48.71,60.20295833,-73,59,19.2,-73.98866667,5.8679,0.1758,0.029959611,15.83627083,4.4914E-17,5.15715E+25
4,0,25.45,60.10604167,-73,59,25.6,-73.99044444,6.0604,0.2752,0.045409544,17.00270296,8.37871E-17,2.85518E+25
4,0,4.15,60.01729167,-73,59,40.6,-73.99461111,6.2435,0.2746,0.043981741,16.9070377,7.98681E-17,3.08577E+25
3,59,40.02,59.91675,-73,59,55.7,-73.99880556,6.3734,0.2701,0.042379264,16.79724126,7.55448E-17,3.33024E+25
3,59,23.44,59.84766667,-74,0,7.1,-74.00197222,6.4014,0.2851,0.044537133,16.94448528,8.13851E-17,3.10484E+25
3,59,2.31,59.759625,-74,0,16.5,-74.00458333,6.3538,0.3326,0.052346627,17.44187349,1.03694E-16,2.41873E+25
3,58,39.6,59.665,-74,0,26.8,-74.00744444,6.2793,0.3292,0.052426226,17.44668988,1.03931E-16,2.38493E+25
3,58,18.46,59.57691667,-74,0,35.9,-74.00997222,6.1293,0.3648,0.0595174,17.85842281,1.25708E-16,1.92468E+25
3,57,56.9,59.48708333,-74,0,55.2,-74.01533333,5.9273,0.3074,0.051861725,17.41243154,1.02257E-16,2.28808E+25
3,57,37.08,59.4045,-74,0,56.5,-74.01569444,5.7419,0.2863,0.049861544,17.28909401,9.64011E-17,2.35116E+25
3,57,12.51,59.302125,-74,1,0.8,-74.01688889,5.6052,0.2721,0.048544209,17.20612502,9.26074E-17,2.38921E+25
3,56,50.67,59.211125,-74,1,13.2,-74.02033333,5.5706,0.2246,0.040318817,16.65202351,7.01051E-17,3.13661E+25
3,56,29.62,59.12341667,-74,1,24.9,-74.02358333,5.5741,0.2183,0.039163273,16.56845255,6.71143E-17,3.27845E+25
3,56,8.56,59.03566667,-74,1,36.5,-74.02680556,5.4934,0.2064,0.03757236,16.45070902,6.30683E-17,3.43826E+25
3,55,46.01,58.94170833,-74,1,40.5,-74.02791667,5.4029,0.179,0.033130356,16.1035095,5.22258E-17,4.08367E+25
4,0,51.26,60.21358333,-74,0,49.7,-74.01380556,5.6824,0.1698,0.02988174,15.82947486,4.47391E-17,5.01364E+25
4,0,31.33,60.13054167,-74,1,8.9,-74.01913889,5.9372,0.2528,0.042578993,16.8110715,7.60793E-17,3.08052E+25
4,0,7.89,60.032875,-74,1,11.9,-74.01997222,6.1585,0.2447,0.039733701,16.60990558,6.85853E-17,3.54448E+25
3,59,46.55,59.94395833,-74,1,26.8,-74.02411111,6.3104,0.2249,0.035639579,16.30316661,5.8267E-17,4.27507E+25
3,59,24.48,59.852,-74,1,33.6,-74.026,6.3061,0.2496,0.039580723,16.59882709,6.81897E-17,3.65048E+25
3,59,3.65,59.76520833,-74,1,41.1,-74.02808333,6.2258,0.2941,0.047238909,17.12247681,8.88989E-17,2.76444E+25
3,58,42.49,59.67704167,-74,1,50.3,-74.03063889,6.0124,0.2971,0.049414543,17.26109994,9.51081E-17,2.49539E+25
3,58,21.78,59.59075,-74,2,0.9,-74.03358333,5.8324,0.2734,0.046876072,17.0989615,8.7877E-17,2.61988E+25
3,57,58.69,59.49454167,-74,2,12.8,-74.03688889,5.6104,0.2269,0.040442749,16.66089313,7.04285E-17,3.14452E+25
3,57,34.67,59.39445833,-74,2,21.9,-74.03941667,5.4607,0.2303,0.04217408,16.78298916,7.49971E-17,2.87417E+25
3,57,17.44,59.32266667,-74,2,28,-74.04111111,5.404,0.19,0.035159141,16.26567611,5.70933E-17,3.73627E+25
3,56,56.03,59.23345833,-74,2,41.8,-74.04494444,5.3737,0.163,0.030332918,15.86868693,4.57557E-17,4.63593E+25
3,56,32.79,59.136625,-74,2,49.9,-74.04719444,5.3643,0.1623,0.030255579,15.86199322,4.55809E-17,4.64557E+25
3,56,10.11,59.042125,-74,3,2.5,-74.05069444,5.3111,0.1774,0.033401744,16.12557713,5.28685E-17,3.96548E+25
4,0,54.48,60.227,-74,2,16.4,-74.03788889,5.5312,0.1295,0.023412641,15.21730476,3.10338E-17,7.03547E+25
4,0,30.68,60.12783333,-74,2,21.5,-74.03930556,5.7541,0.2795,0.04857406,17.208021,9.26928E-17,2.45042E+25
4,0,7.87,60.03279167,-74,2,40.9,-74.04469444,6.0293,0.2555,0.042376395,16.79704232,7.55371E-17,3.15076E+25
3,59,47.29,59.94704167,-74,2,55.2,-74.04866667,6.1577,0.2478,0.040242298,16.64653834,6.99057E-17,3.47708E+25
3,59,29.02,59.87091667,-74,2,56,-74.04888889,6.1246,0.2721,0.044427391,16.93710997,8.10846E-17,2.98159E+25
3,59,5.59,59.77329167,-74,3,10.3,-74.05286111,5.9982,0.2732,0.045546997,17.01180942,8.41676E-17,2.81309E+25
3,58,43.19,59.67995833,-74,3,30.4,-74.05844444,5.8313,0.2815,0.04827397,17.18892681,9.18355E-17,2.50648E+25
3,58,23.12,59.59633333,-74,3,37.2,-74.06033333,5.6765,0.2867,0.050506474,17.32920217,9.82768E-17,2.28002E+25
3,57,59.86,59.49941667,-74,3,45.9,-74.06275,5.4253,0.1495,0.02755608,15.62077903,3.96215E-17,5.40507E+25
3,57,43.61,59.43170833,-74,3,46.5,-74.06291667,5.2446,0.2291,0.043683026,16.88676993,7.90561E-17,2.6187E+25
4,0,56.77,60.23654167,-74,3,40.4,-74.06122222,5.3899,0.1713,0.031781666,15.99202045,4.90709E-17,4.33576E+25
4,0,34.27,60.14279167,-74,3,58,-74.06611111,5.5485,0.2856,0.051473371,17.38872506,1.01111E-16,2.16613E+25
4,0,13.41,60.055875,-74,4,5.9,-74.06830556,5.7257,0.293,0.051172782,17.37029761,1.00227E-16,2.25502E+25
3,59,49.83,59.957625,-74,4,17.3,-74.07147222,5.8352,0.262,0.044899918,16.96878338,8.23811E-17,2.796E+25
3,59,31.13,59.87970833,-74,4,28.5,-74.07458333,5.7198,0.2984,0.052169656,17.43114851,1.03169E-16,2.18846E+25
3,59,7.99,59.78329167,-74,4,40.9,-74.07802778,5.5978,0.2856,0.051020044,17.36090757,9.9779E-17,2.21456E+25
3,58,47.89,59.69954167,-74,4,47.8,-74.07994444,5.5363,0.2941,0.053122121,17.48860066,1.06006E-16,2.06156E+25
3,58,25.45,59.60604167,-74,5,7.8,-74.0855,5.4753,0.2438,0.044527241,16.94382095,8.1358E-17,2.65654E+25
3,58,6.13,59.52554167,-74,5,13.9,-74.08719444,5.278,0.1794,0.033990148,16.17301709,5.4271E-17,3.83893E+25
4,0,58.42,60.24341667,-74,5,8.2,-74.08561111,5.293,0.1351,0.025524277,15.42849426,3.53232E-17,5.91494E+25
4,0,36.16,60.15066667,-74,5,32.4,-74.09233333,5.3422,0.2249,0.042098761,16.77774615,7.47963E-17,2.81935E+25
4,0,16.78,60.06991667,-74,5,47.6,-74.09655556,5.3777,0.2168,0.040314633,16.65172376,7.00942E-17,3.02847E+25
3,59,53.56,59.97316667,-74,5,48.7,-74.09686111,5.3722,0.2147,0.039965005,16.62660348,6.91848E-17,3.06514E+25
3,59,29.47,59.87279167,-74,5,58.5,-74.09958333,5.2796,0.2035,0.038544587,16.52304318,6.55309E-17,3.18027E+25
3,59,8.88,59.787,-74,6,4.1,-74.10113889,5.2796,0.2073,0.039264338,16.57582563,6.73741E-17,3.09326E+25
3,58,50.07,59.708625,-74,6,23.5,-74.10652778,5.3371,0.1909,0.035768489,16.31316907,5.85833E-17,3.59617E+25
3,58,29.54,59.62308333,-74,6,20.5,-74.10569444,5.2528,0.1803,0.034324551,16.1997359,5.50735E-17,3.76493E+25
4,1,1.6,60.25666667,-74,6,43.4,-74.11205556,5.2906,0.2278,0.043057498,16.84403492,7.73648E-17,2.69942E+25
4,0,44.6,60.18583333,-74,6,57.1,-74.11586111,5.2627,0.2019,0.038364338,16.50972376,6.50719E-17,3.19245E+25
4,1,2,60.25833333,-74,8,10.4,-74.13622222,5.2635,0.1781,0.033836801,16.16070634,5.39043E-17,3.85443E+25
4,0,49.47,60.206125,-74,8,14.2,-74.13727778,5.2501,0.1626,0.030970839,15.9234683,4.72059E-17,4.39016E+25
