F60,RA,DEC,F100,RA.1,DEC.1,F90,RA.2,DEC.2,F140,RA.3,DEC.3
2.415933847,68.58295682,41.99523319,12.22435856,68.58295682,41.99523319,9.213788986,68.58295682,41.99523319,28.07444191,68.58295682,41.99523319
2.569982529,68.56277609,41.99512714,12.63193035,68.56277609,41.99512714,8.528839111,68.56277609,41.99512714,28.51467514,68.56277609,41.99512714
2.569982529,68.54259552,41.99501756,12.63193035,68.54259552,41.99501756,9.207633018,68.54259552,41.99501756,28.75229263,68.54259552,41.99501756
2.589905977,68.5224151,41.99490444,12.73876381,68.5224151,41.99490444,8.46362114,68.5224151,41.99490444,26.97519875,68.5224151,41.99490444
2.651801109,68.50223485,41.9947878,12.92990303,68.50223485,41.9947878,8.630838394,68.50223485,41.9947878,29.80043602,68.50223485,41.9947878
2.651801109,68.48205476,41.99466761,12.92990303,68.48205476,41.99466761,8.915259361,68.48205476,41.99466761,26.97945595,68.48205476,41.99466761
2.571092367,68.46187485,41.9945439,13.03254128,68.46187485,41.9945439,8.813529015,68.46187485,41.9945439,26.3784771,68.46187485,41.9945439
2.571092367,68.44169511,41.99441665,13.03254128,68.44169511,41.99441665,8.975186348,68.44169511,41.99441665,29.75522423,68.44169511,41.99441665
2.642910719,68.42151556,41.99428587,13.38826942,68.42151556,41.99428587,8.803255081,68.42151556,41.99428587,27.6168251,68.42151556,41.99428587
2.782352686,68.40133619,41.99415155,13.99629021,68.40133619,41.99415155,10.08156109,68.40133619,41.99415155,28.73192406,68.40133619,41.99415155
2.782352686,68.38115702,41.9940137,13.99629021,68.38115702,41.9940137,9.908040047,68.38115702,41.9940137,30.35628891,68.38115702,41.9940137
3.025969505,68.36097804,41.99387232,14.93966293,68.36097804,41.99387232,9.439530373,68.36097804,41.99387232,32.56526947,68.36097804,41.99387232
3.025969505,68.34079927,41.9937274,14.93966293,68.34079927,41.9937274,10.86058998,68.34079927,41.9937274,35.82147598,68.34079927,41.9937274
3.172725916,68.32062071,41.99357895,15.55192852,68.32062071,41.99357895,10.94014645,68.32062071,41.99357895,37.91946411,68.32062071,41.99357895
3.272583485,68.30044236,41.99342697,15.89105511,68.30044236,41.99342697,11.9233017,68.30044236,41.99342697,39.94073105,68.30044236,41.99342697
3.272583485,68.28026422,41.99327146,15.89105511,68.28026422,41.99327146,11.16900826,68.28026422,41.99327146,36.66662216,68.28026422,41.99327146
3.192859173,68.26008631,41.99311241,15.38727188,68.26008631,41.99311241,10.5480299,68.26008631,41.99311241,33.95905685,68.26008631,41.99311241
3.192859173,68.23990863,41.99294983,15.38727188,68.23990863,41.99294983,9.447774887,68.23990863,41.99294983,32.13364029,68.23990863,41.99294983
2.75911665,68.21973118,41.99278372,13.4405899,68.21973118,41.99278372,9.628982544,68.21973118,41.99278372,28.17124939,68.21973118,41.99278372
2.620290518,68.19955397,41.99261408,13.28271008,68.19955397,41.99261408,9.222098351,68.19955397,41.99261408,29.55424881,68.19955397,41.99261408
2.620290518,68.179377,41.9924409,13.28271008,68.179377,41.9924409,9.162864685,68.179377,41.9924409,30.0994339,68.179377,41.9924409
3.090988636,70.17705614,41.97744386,14.63797474,70.17705614,41.97744386,10.41124249,70.17705614,41.97744386,34.23025513,70.17705614,41.97744386
3.090988636,70.15688389,41.97761694,14.63797474,70.15688389,41.97761694,10.65597248,70.15688389,41.97761694,34.65948105,70.15688389,41.97761694
3.040693521,70.13671139,41.9777865,14.33833504,70.13671139,41.9777865,9.591637611,70.13671139,41.9777865,34.35048676,70.13671139,41.9777865
2.97849679,70.11653866,41.97795252,14.13615704,70.11653866,41.97795252,9.910950661,70.11653866,41.97795252,33.63553619,70.11653866,41.97795252
2.97849679,70.09636569,41.97811502,14.13615704,70.09636569,41.97811502,10.10309887,70.09636569,41.97811502,35.38329697,70.09636569,41.97811502
2.94656539,70.07619249,41.97827398,13.95433521,70.07619249,41.97827398,10.10956573,70.07619249,41.97827398,33.65678787,70.07619249,41.97827398
2.94656539,70.05601908,41.97842941,13.95433521,70.05601908,41.97842941,9.065628052,70.05601908,41.97842941,33.39578247,70.05601908,41.97842941
2.936373711,70.03584544,41.97858132,13.82951546,70.03584544,41.97858132,9.981328011,70.03584544,41.97858132,32.75437546,70.03584544,41.97858132
2.822174072,70.01567159,41.97872969,13.47523689,70.01567159,41.97872969,10.40269947,70.01567159,41.97872969,33.30469894,70.01567159,41.97872969
2.822174072,69.99549754,41.97887453,13.47523689,69.99549754,41.97887453,9.827321053,69.99549754,41.97887453,33.34666443,69.99549754,41.97887453
2.774918556,69.97532328,41.97901584,13.23263645,69.97532328,41.97901584,9.78150177,69.97532328,41.97901584,34.14575195,69.97532328,41.97901584
2.774918556,69.95514882,41.97915361,13.23263645,69.95514882,41.97915361,9.197949409,69.95514882,41.97915361,33.28358841,69.95514882,41.97915361
2.785696745,69.93497417,41.97928786,13.29462624,69.93497417,41.97928786,9.722530365,69.93497417,41.97928786,33.70869064,69.93497417,41.97928786
2.805952072,69.91479934,41.97941857,13.19625187,69.91479934,41.97941857,10.10870361,69.91479934,41.97941857,33.49597168,69.91479934,41.97941857
2.805952072,69.89462432,41.97954576,13.19625187,69.89462432,41.97954576,8.867835045,69.89462432,41.97954576,33.71298599,69.89462432,41.97954576
2.793816566,69.87444912,41.97966941,13.42221165,69.87444912,41.97966941,9.740570068,69.87444912,41.97966941,32.07912445,69.87444912,41.97966941
2.793816566,69.85427375,41.97978953,13.42221165,69.85427375,41.97978953,8.59146595,69.85427375,41.97978953,32.16761017,69.85427375,41.97978953
2.739995956,69.83409822,41.97990612,13.0430212,69.83409822,41.97990612,9.182355881,69.83409822,41.97990612,31.83638,69.83409822,41.97990612
2.715040684,69.81392252,41.98001917,12.79194641,69.81392252,41.98001917,9.267280579,69.81392252,41.98001917,32.96894455,69.81392252,41.98001917
2.715040684,69.79374666,41.9801287,12.79194641,69.79374666,41.9801287,9.774576187,69.79374666,41.9801287,33.50175095,69.79374666,41.9801287
2.813542128,69.77357065,41.98023469,13.01525402,69.77357065,41.98023469,9.506696701,69.77357065,41.98023469,31.70479774,69.77357065,41.98023469
2.813542128,69.75339449,41.98033715,13.01525402,69.75339449,41.98033715,8.761487007,69.75339449,41.98033715,30.86593056,69.75339449,41.98033715
2.877628088,69.73321819,41.98043607,13.24925327,69.73321819,41.98043607,9.247505188,69.73321819,41.98043607,34.93162155,69.73321819,41.98043607
2.846338272,69.71304176,41.98053147,13.33006096,69.71304176,41.98053147,9.375741005,69.71304176,41.98053147,33.93680191,69.71304176,41.98053147
2.846338272,69.69286518,41.98062333,13.33006096,69.69286518,41.98062333,9.560419083,69.69286518,41.98062333,33.01776886,69.69286518,41.98062333
2.738534927,69.67268849,41.98071166,12.94682693,69.67268849,41.98071166,9.442425728,69.67268849,41.98071166,34.03806686,69.67268849,41.98071166
2.738534927,69.65251167,41.98079645,12.94682693,69.65251167,41.98079645,9.250226021,69.65251167,41.98079645,33.59646606,69.65251167,41.98079645
2.630692959,69.63233473,41.98087772,12.84985828,69.63233473,41.98087772,8.751889229,69.63233473,41.98087772,33.48012924,69.63233473,41.98087772
2.660838366,69.61215768,41.98095545,12.63033009,69.61215768,41.98095545,8.80780983,69.61215768,41.98095545,31.97164536,69.61215768,41.98095545
2.660838366,69.59198052,41.98102965,12.63033009,69.59198052,41.98102965,8.767217636,69.59198052,41.98102965,31.36320305,69.59198052,41.98102965
2.626878738,69.57180326,41.98110031,12.42171955,69.57180326,41.98110031,9.123872757,69.57180326,41.98110031,32.01225662,69.57180326,41.98110031
2.626878738,69.5516259,41.98116745,12.42171955,69.5516259,41.98116745,9.634112358,69.5516259,41.98116745,32.23371506,69.5516259,41.98116745
2.59603405,69.53144845,41.98123105,12.47609425,69.53144845,41.98123105,9.472831726,69.53144845,41.98123105,33.04558563,69.53144845,41.98123105
2.557133198,69.51127091,41.98129111,12.29430103,69.51127091,41.98129111,9.304765701,69.51127091,41.98129111,33.24477386,69.51127091,41.98129111
2.557133198,69.49109329,41.98134765,12.29430103,69.49109329,41.98134765,10.32687759,69.49109329,41.98134765,32.22504425,69.49109329,41.98134765
2.549184322,69.47091559,41.98140065,12.18201351,69.47091559,41.98140065,10.26468372,69.47091559,41.98140065,33.74394608,69.47091559,41.98140065
2.549184322,69.45073782,41.98145011,12.18201351,69.45073782,41.98145011,9.163859367,69.45073782,41.98145011,32.63165665,69.45073782,41.98145011
2.440865517,69.43055998,41.98149605,11.73896122,69.43055998,41.98149605,9.012171745,69.43055998,41.98149605,31.198946,69.43055998,41.98149605
2.358184576,69.41038208,41.98153845,11.63282108,69.41038208,41.98153845,9.624445915,69.41038208,41.98153845,32.81236267,69.41038208,41.98153845
2.358184576,69.39020412,41.98157732,11.63282108,69.39020412,41.98157732,9.547104836,69.39020412,41.98157732,31.96053123,69.39020412,41.98157732
2.282327175,69.37002611,41.98161265,11.3993597,69.37002611,41.98161265,8.410552979,69.37002611,41.98161265,31.93947411,69.37002611,41.98161265
2.282327175,69.34984805,41.98164445,11.3993597,69.34984805,41.98164445,8.124668121,69.34984805,41.98164445,28.54946899,69.34984805,41.98164445
2.275161028,69.32966995,41.98167272,11.29663277,69.32966995,41.98167272,7.847081661,69.32966995,41.98167272,27.40537643,69.32966995,41.98167272
2.228546143,69.30949181,41.98169745,11.03386497,69.30949181,41.98169745,7.93735981,69.30949181,41.98169745,27.26752663,69.30949181,41.98169745
2.228546143,69.28931364,41.98171865,11.03386497,69.28931364,41.98171865,7.860747337,69.28931364,41.98171865,27.67111588,69.28931364,41.98171865
2.256737471,69.26913544,41.98173632,10.89695263,69.26913544,41.98173632,8.36125946,69.26913544,41.98173632,27.62074661,69.26913544,41.98173632
2.256737471,69.24895721,41.98175045,10.89695263,69.24895721,41.98175045,7.855424404,69.24895721,41.98175045,28.27855301,69.24895721,41.98175045
2.211748838,69.22877898,41.98176105,10.71100616,69.22877898,41.98176105,8.017196655,69.22877898,41.98176105,28.29860306,69.22877898,41.98176105
2.124902248,69.20860072,41.98176812,10.4770298,69.20860072,41.98176812,7.377344608,69.20860072,41.98176812,28.05636597,69.20860072,41.98176812
2.124902248,69.18842246,41.98177165,10.4770298,69.18842246,41.98177165,7.112336159,69.18842246,41.98177165,28.25107574,69.18842246,41.98177165
2.025229216,69.1682442,41.98177165,10.17915535,69.1682442,41.98177165,8.718732834,69.1682442,41.98177165,28.17704964,69.1682442,41.98177165
2.025229216,69.14806594,41.98176812,10.17915535,69.14806594,41.98176812,7.673409462,69.14806594,41.98176812,28.52666855,69.14806594,41.98176812
2.12403965,69.12788769,41.98176105,10.24250031,69.12788769,41.98176105,7.895306587,69.12788769,41.98176105,26.77219963,69.12788769,41.98176105
2.129606247,69.10770945,41.98175045,10.38256359,69.10770945,41.98175045,8.713492393,69.10770945,41.98175045,28.06690025,69.10770945,41.98175045
2.129606247,69.08753123,41.98173632,10.38256359,69.08753123,41.98173632,7.968847275,69.08753123,41.98173632,28.2116375,69.08753123,41.98173632
2.126434565,69.06735303,41.98171865,10.4785738,69.06735303,41.98171865,7.716907501,69.06735303,41.98171865,28.53044128,69.06735303,41.98171865
2.126434565,69.04717486,41.98169745,10.4785738,69.04717486,41.98169745,7.973943233,69.04717486,41.98169745,27.83549118,69.04717486,41.98169745
2.128452063,69.02699672,41.98167272,10.72793674,69.02699672,41.98167272,8.370727539,69.02699672,41.98167272,27.29281616,69.02699672,41.98167272
2.095573425,69.00681862,41.98164445,10.72801018,69.00681862,41.98164445,8.03110981,69.00681862,41.98164445,25.46568489,69.00681862,41.98164445
2.095573425,68.98664056,41.98161265,10.72801018,68.98664056,41.98161265,8.059584618,68.98664056,41.98161265,26.15555,68.98664056,41.98161265
2.129229546,68.96646255,41.98157732,10.39007568,68.96646255,41.98157732,7.266290188,68.96646255,41.98157732,26.6899929,68.96646255,41.98157732
2.129229546,68.94628459,41.98153845,10.39007568,68.94628459,41.98153845,7.950621128,68.94628459,41.98153845,23.1838131,68.94628459,41.98153845
2.123822689,68.92610669,41.98149605,10.32566643,68.92610669,41.98149605,7.987720013,68.92610669,41.98149605,25.23571587,68.92610669,41.98149605
2.13466382,68.90592885,41.98145011,10.38695621,68.90592885,41.98145011,7.704964638,68.90592885,41.98145011,26.15010262,68.90592885,41.98145011
2.13466382,68.88575108,41.98140065,10.38695621,68.88575108,41.98140065,7.786168098,68.88575108,41.98140065,24.81795883,68.88575108,41.98140065
2.260468245,68.86557338,41.98134765,11.07408619,68.86557338,41.98134765,7.817047596,68.86557338,41.98134765,24.61050224,68.86557338,41.98134765
2.260468245,68.84539576,41.98129111,11.07408619,68.84539576,41.98129111,8.085430145,68.84539576,41.98129111,23.56849098,68.84539576,41.98129111
2.301386595,68.82521822,41.98123105,11.30848217,68.82521822,41.98123105,8.973088264,68.82521822,41.98123105,24.40320206,68.82521822,41.98123105
2.407418251,68.80504077,41.98116745,11.6524086,68.80504077,41.98116745,8.248531342,68.80504077,41.98116745,27.21726418,68.80504077,41.98116745
2.407418251,68.78486341,41.98110031,11.6524086,68.78486341,41.98110031,8.659067154,68.78486341,41.98110031,26.47360229,68.78486341,41.98110031
2.475815535,68.76468615,41.98102965,11.83291435,68.76468615,41.98102965,8.440214157,68.76468615,41.98102965,24.62902451,68.76468615,41.98102965
2.475815535,68.74450899,41.98095545,11.83291435,68.74450899,41.98095545,9.045043945,68.74450899,41.98095545,27.68255043,68.74450899,41.98095545
2.375899792,68.72433194,41.98087772,11.64661217,68.72433194,41.98087772,9.083785057,68.72433194,41.98087772,26.83947754,68.72433194,41.98087772
2.373844147,68.704155,41.98079645,11.64988518,68.704155,41.98079645,8.28176403,68.704155,41.98079645,25.1165123,68.704155,41.98079645
2.373844147,68.68397818,41.98071166,11.64988518,68.68397818,41.98071166,8.210762978,68.68397818,41.98071166,24.56003952,68.68397818,41.98071166
2.315691948,68.66380148,41.98062333,11.42823315,68.66380148,41.98062333,7.828814507,68.66380148,41.98062333,25.22365761,68.66380148,41.98062333
2.315691948,68.64362491,41.98053147,11.42823315,68.64362491,41.98053147,8.433629036,68.64362491,41.98053147,24.54242516,68.64362491,41.98053147
2.342794657,68.62344847,41.98043607,11.92323303,68.62344847,41.98043607,8.639203072,68.62344847,41.98043607,25.37450409,68.62344847,41.98043607
2.371229887,68.60327217,41.98033715,11.95056534,68.60327217,41.98033715,8.50448513,68.60327217,41.98033715,26.39454842,68.60327217,41.98033715
2.371229887,68.58309602,41.98023469,11.95056534,68.58309602,41.98023469,8.893106461,68.58309602,41.98023469,26.50274086,68.58309602,41.98023469
2.515346766,68.56292001,41.9801287,12.46557045,68.56292001,41.9801287,9.149406433,68.56292001,41.9801287,28.70229149,68.56292001,41.9801287
2.515346766,68.54274415,41.98001917,12.46557045,68.54274415,41.98001917,9.350260735,68.54274415,41.98001917,28.6215744,68.54274415,41.98001917
2.602335215,68.52256845,41.97990612,12.75802517,68.52256845,41.97990612,9.197660446,68.52256845,41.97990612,27.40800285,68.52256845,41.97990612
2.594542265,68.50239291,41.97978953,12.88730907,68.50239291,41.97978953,8.630086899,68.50239291,41.97978953,29.14342308,68.50239291,41.97978953
2.594542265,68.48221754,41.97966941,12.88730907,68.48221754,41.97966941,8.736152649,68.48221754,41.97966941,27.93339348,68.48221754,41.97966941
2.571861744,68.46204235,41.97954576,13.0461998,68.46204235,41.97954576,8.789433479,68.46204235,41.97954576,26.30664253,68.46204235,41.97954576
2.571861744,68.44186733,41.97941857,13.0461998,68.44186733,41.97941857,8.899501801,68.44186733,41.97941857,28.62645912,68.44186733,41.97941857
2.644980907,68.42169249,41.97928786,13.33630753,68.42169249,41.97928786,9.839385986,68.42169249,41.97928786,25.64046669,68.42169249,41.97928786
2.745674849,68.40151784,41.97915361,13.81614208,68.40151784,41.97915361,10.12591743,68.40151784,41.97915361,27.39208794,68.40151784,41.97915361
2.745674849,68.38134339,41.97901584,13.81614208,68.38134339,41.97901584,9.857140541,68.38134339,41.97901584,28.36605835,68.38134339,41.97901584
2.849778175,68.36116913,41.97887453,14.18270302,68.36116913,41.97887453,9.632405281,68.36116913,41.97887453,31.83909607,68.36116913,41.97887453
2.849778175,68.34099507,41.97872969,14.18270302,68.34099507,41.97872969,9.492685318,68.34099507,41.97872969,33.30325317,68.34099507,41.97872969
3.035704613,68.32082123,41.97858132,14.46397114,68.32082123,41.97858132,11.1248436,68.32082123,41.97858132,32.60095215,68.32082123,41.97858132
3.037250757,68.30064759,41.97842941,14.4018631,68.30064759,41.97842941,9.910572052,68.30064759,41.97842941,33.11016083,68.30064759,41.97842941
3.037250757,68.28047417,41.97827398,14.4018631,68.28047417,41.97827398,9.724093437,68.28047417,41.97827398,32.91291809,68.28047417,41.97827398
2.916908264,68.26030098,41.97811502,14.06152248,68.26030098,41.97811502,10.80088425,68.26030098,41.97811502,31.58524132,68.26030098,41.97811502
2.916908264,68.24012801,41.97795252,14.06152248,68.24012801,41.97795252,9.395464897,68.24012801,41.97795252,30.75732994,68.24012801,41.97795252
2.75911665,68.21995527,41.9777865,13.4405899,68.21995527,41.9777865,9.21564579,68.21995527,41.9777865,28.86693192,68.21995527,41.9777865
2.620290518,68.19978278,41.97761694,13.28271008,68.19978278,41.97761694,8.555538177,68.19978278,41.97761694,31.37136841,68.19978278,41.97761694
2.620290518,68.17961052,41.97744386,13.28271008,68.17961052,41.97744386,9.267751694,68.17961052,41.97744386,30.61737823,68.17961052,41.97744386
3.090988636,70.17682273,41.96244676,14.63797474,70.17682273,41.96244676,10.68014908,70.17682273,41.96244676,34.59431076,70.17682273,41.96244676
3.090988636,70.15665519,41.96261976,14.63797474,70.15665519,41.96261976,10.36651134,70.15665519,41.96261976,34.5879631,70.15665519,41.96261976
3.040693521,70.1364874,41.96278923,14.33833504,70.1364874,41.96278923,9.518533707,70.1364874,41.96278923,36.64416504,70.1364874,41.96278923
2.97849679,70.11631938,41.96295516,14.13615704,70.11631938,41.96295516,10.45710754,70.11631938,41.96295516,34.99559402,70.11631938,41.96295516
2.97849679,70.09615113,41.96311757,14.13615704,70.09615113,41.96311757,10.4287796,70.09615113,41.96311757,35.9071846,70.09615113,41.96311757
2.94656539,70.07598264,41.96327645,13.95433521,70.07598264,41.96327645,9.931920052,70.07598264,41.96327645,34.19272995,70.07598264,41.96327645
2.94656539,70.05581394,41.9634318,13.95433521,70.05581394,41.9634318,9.568519592,70.05581394,41.9634318,32.64999008,70.05581394,41.9634318
2.936373711,70.03564502,41.96358363,13.82951546,70.03564502,41.96358363,8.748223305,70.03564502,41.96358363,32.79440308,70.03564502,41.96358363
2.822174072,70.01547588,41.96373192,13.47523689,70.01547588,41.96373192,9.553641319,70.01547588,41.96373192,33.88023376,70.01547588,41.96373192
2.822174072,69.99530654,41.96387669,13.47523689,69.99530654,41.96387669,9.225308418,69.99530654,41.96387669,33.74309921,69.99530654,41.96387669
2.774918556,69.975137,41.96401792,13.23263645,69.975137,41.96401792,9.387911797,69.975137,41.96401792,34.50222015,69.975137,41.96401792
2.774918556,69.95496726,41.96415563,13.23263645,69.95496726,41.96415563,9.521785736,69.95496726,41.96415563,33.06732178,69.95496726,41.96415563
2.785696745,69.93479732,41.9642898,13.29462624,69.93479732,41.9642898,8.868653297,69.93479732,41.9642898,31.88519478,69.93479732,41.9642898
2.805952072,69.9146272,41.96442045,13.19625187,69.9146272,41.96442045,9.528356552,69.9146272,41.96442045,32.43484879,69.9146272,41.96442045
2.805952072,69.89445689,41.96454756,13.19625187,69.89445689,41.96454756,9.566429138,69.89445689,41.96454756,32.47244644,69.89445689,41.96454756
2.867371321,69.87428641,41.96467115,13.6796608,69.87428641,41.96467115,9.806387901,69.87428641,41.96467115,31.87021446,69.87428641,41.96467115
2.867371321,69.85411576,41.96479121,13.6796608,69.85411576,41.96479121,10.06756496,69.85411576,41.96479121,31.59413147,69.85411576,41.96479121
2.797420502,69.83394494,41.96490773,13.2712822,69.83394494,41.96490773,9.264313698,69.83394494,41.96490773,32.10647202,69.83394494,41.96490773
2.809695959,69.81377395,41.96502073,12.99432659,69.81377395,41.96502073,8.844034195,69.81377395,41.96502073,32.97642899,69.81377395,41.96502073
2.809695959,69.79360281,41.9651302,12.99432659,69.79360281,41.9651302,9.032406807,69.79360281,41.9651302,32.57340622,69.79360281,41.9651302
2.819341421,69.77343152,41.96523613,13.20270634,69.77343152,41.96523613,9.208760262,69.77343152,41.96523613,31.06140137,69.77343152,41.96523613
2.819341421,69.75326007,41.96533854,13.20270634,69.75326007,41.96533854,9.273554802,69.75326007,41.96533854,31.42590904,69.75326007,41.96533854
2.823911667,69.73308849,41.96543741,13.11641884,69.73308849,41.96543741,9.250686646,69.73308849,41.96543741,32.91249847,69.73308849,41.96543741
2.781725407,69.71291677,41.96553276,13.04271603,69.71291677,41.96553276,9.753098488,69.71291677,41.96553276,33.85000229,69.71291677,41.96553276
2.781725407,69.69274491,41.96562457,13.04271603,69.69274491,41.96562457,8.673541069,69.69274491,41.96562457,32.41020203,69.69274491,41.96562457
2.687918901,69.67257293,41.96571285,12.71681595,69.67257293,41.96571285,8.589916229,69.67257293,41.96571285,33.798069,69.67257293,41.96571285
2.687918901,69.65240083,41.96579761,12.71681595,69.65240083,41.96579761,8.263256073,69.65240083,41.96579761,32.30639267,69.65240083,41.96579761
2.586745739,69.6322286,41.96587883,12.52765465,69.6322286,41.96587883,8.484577179,69.6322286,41.96587883,32.21335602,69.6322286,41.96587883
2.600036144,69.61205627,41.96595652,12.39273643,69.61205627,41.96595652,8.681062698,69.61205627,41.96595652,31.12080193,69.61205627,41.96595652
2.600036144,69.59188383,41.96603068,12.39273643,69.59188383,41.96603068,8.792822838,69.59188383,41.96603068,31.25001335,69.59188383,41.96603068
2.590374947,69.57171128,41.96610131,12.19520283,69.57171128,41.96610131,9.00127697,69.57171128,41.96610131,31.27443504,69.57171128,41.96610131
2.590374947,69.55153864,41.9661684,12.19520283,69.55153864,41.9661684,9.60896492,69.55153864,41.9661684,31.43517876,69.55153864,41.9661684
2.563447475,69.53136591,41.96623197,12.08855534,69.53136591,41.96623197,9.067967415,69.53136591,41.96623197,33.84166718,69.53136591,41.96623197
2.480988026,69.51119308,41.96629201,12.2032032,69.51119308,41.96629201,9.356531143,69.51119308,41.96629201,32.73556137,69.51119308,41.96629201
2.480988026,69.49102018,41.96634851,12.2032032,69.49102018,41.96634851,9.019704819,69.49102018,41.96634851,32.13549805,69.49102018,41.96634851
2.466438293,69.4708472,41.96640148,12.00378036,69.4708472,41.96640148,9.617562294,69.4708472,41.96640148,33.38172531,69.4708472,41.96640148
2.466438293,69.45067414,41.96645092,12.00378036,69.45067414,41.96645092,8.336693764,69.45067414,41.96645092,32.5410347,69.45067414,41.96645092
2.440865517,69.43050102,41.96649683,11.73896122,69.43050102,41.96649683,8.168830872,69.43050102,41.96649683,32.00119781,69.43050102,41.96649683
2.358184576,69.41032784,41.96653921,11.63282108,69.41032784,41.96653921,8.880661011,69.41032784,41.96653921,32.76742554,69.41032784,41.96653921
2.358184576,69.39015459,41.96657806,11.63282108,69.39015459,41.96657806,8.97589016,69.39015459,41.96657806,29.1432972,69.39015459,41.96657806
2.282327175,69.3699813,41.96661338,11.3993597,69.3699813,41.96661338,8.5604496,69.3699813,41.96661338,28.2875824,69.3699813,41.96661338
2.282327175,69.34980796,41.96664516,11.3993597,69.34980796,41.96664516,8.169379234,69.34980796,41.96664516,27.77962112,69.34980796,41.96664516
2.275161028,69.32963457,41.96667341,11.29663277,69.32963457,41.96667341,7.891352654,69.32963457,41.96667341,28.61792564,69.32963457,41.96667341
2.228546143,69.30946115,41.96669813,11.03386497,69.30946115,41.96669813,7.632556915,69.30946115,41.96669813,27.93219948,69.30946115,41.96669813
2.228546143,69.28928769,41.96671932,11.03386497,69.28928769,41.96671932,7.778546333,69.28928769,41.96671932,29.25490952,69.28928769,41.96671932
2.256737471,69.26911421,41.96673698,10.89695263,69.26911421,41.96673698,8.62117672,69.26911421,41.96673698,29.81916618,69.26911421,41.96673698
2.256737471,69.24894071,41.96675111,10.89695263,69.24894071,41.96675111,8.016033173,69.24894071,41.96675111,29.04832077,69.24894071,41.96675111
2.211748838,69.22876718,41.9667617,10.71100616,69.22876718,41.9667617,8.526310921,69.22876718,41.9667617,28.80281448,69.22876718,41.9667617
2.124902248,69.20859365,41.96676877,10.4770298,69.20859365,41.96676877,7.614409924,69.20859365,41.96676877,27.41817856,69.20859365,41.96676877
2.124902248,69.18842011,41.9667723,10.4770298,69.18842011,41.9667723,7.56239748,69.18842011,41.9667723,28.24770737,69.18842011,41.9667723
2.025229216,69.16824656,41.9667723,10.17915535,69.16824656,41.9667723,8.334646225,69.16824656,41.9667723,26.43395042,69.16824656,41.9667723
2.025229216,69.14807302,41.96676877,10.17915535,69.14807302,41.96676877,8.048789978,69.14807302,41.96676877,28.89053345,69.14807302,41.96676877
2.084705591,69.12789948,41.9667617,10.23302555,69.12789948,41.9667617,7.399282455,69.12789948,41.9667617,27.04632187,69.12789948,41.9667617
2.129949331,69.10772596,41.96675111,10.3790493,69.10772596,41.96675111,8.312393188,69.10772596,41.96675111,28.64904404,69.10772596,41.96675111
2.129949331,69.08755246,41.96673698,10.3790493,69.08755246,41.96673698,8.324608803,69.08755246,41.96673698,27.50080681,69.08755246,41.96673698
2.119909286,69.06737897,41.96671932,10.53800011,69.06737897,41.96671932,7.19575882,69.06737897,41.96671932,29.03940964,69.06737897,41.96671932
2.119909286,69.04720552,41.96669813,10.53800011,69.04720552,41.96669813,8.350603104,69.04720552,41.96669813,29.40628815,69.04720552,41.96669813
2.107139111,69.0270321,41.96667341,10.48530293,69.0270321,41.96667341,7.970642567,69.0270321,41.96667341,26.39495468,69.0270321,41.96667341
2.086613178,69.00685871,41.96664516,10.6860466,69.00685871,41.96664516,7.71609354,69.00685871,41.96664516,24.31713295,69.00685871,41.96664516
2.086613178,68.98668537,41.96661338,10.6860466,68.98668537,41.96661338,7.404443741,68.98668537,41.96661338,25.45752335,68.98668537,41.96661338
2.109391451,68.96651207,41.96657806,10.38610268,68.96651207,41.96657806,7.493208408,68.96651207,41.96657806,24.44531631,68.96651207,41.96657806
2.109391451,68.94633883,41.96653921,10.38610268,68.94633883,41.96653921,7.286094189,68.94633883,41.96653921,24.87301826,68.94633883,41.96653921
2.15005374,68.92616565,41.96649683,10.33422375,68.92616565,41.96649683,8.019940376,68.92616565,41.96649683,27.06256866,68.92616565,41.96649683
2.154067278,68.90599252,41.96645092,10.40441799,68.90599252,41.96645092,7.398988724,68.90599252,41.96645092,26.65569496,68.90599252,41.96645092
2.154067278,68.88581947,41.96640148,10.40441799,68.88581947,41.96640148,7.369677544,68.88581947,41.96640148,25.91324234,68.88581947,41.96640148
2.153343678,68.86564649,41.96634851,10.78875542,68.86564649,41.96634851,7.897377014,68.86564649,41.96634851,26.59661865,68.86564649,41.96634851
2.153343678,68.84547358,41.96629201,10.78875542,68.84547358,41.96629201,8.556118965,68.84547358,41.96629201,25.38850212,68.84547358,41.96629201
2.190410852,68.82530076,41.96623197,11.16828346,68.82530076,41.96623197,8.331347466,68.82530076,41.96623197,26.54795074,68.82530076,41.96623197
2.403461218,68.80512803,41.9661684,11.68281174,68.80512803,41.9661684,8.107312202,68.80512803,41.9661684,28.11167336,68.80512803,41.9661684
2.403461218,68.78495538,41.96610131,11.68281174,68.78495538,41.96610131,8.269854546,68.78495538,41.96610131,25.78907585,68.78495538,41.96610131
2.427927732,68.76478284,41.96603068,11.8520422,68.76478284,41.96603068,8.564860344,68.76478284,41.96603068,27.67288208,68.76478284,41.96603068
2.427927732,68.7446104,41.96595652,11.8520422,68.7446104,41.96595652,8.98949337,68.7446104,41.96595652,28.29081917,68.7446104,41.96595652
